example_id,fidelity_level,feasible,tokens,state,achieved_fidelity,answer_f1,fact_recall,cumulative_tokens
5a722b8655429971e9dc9329,0.6,True,127,"[0, 0, 0, 0, 2, 2]",0.8,0.8,1.0,127.0
5a722b8655429971e9dc9329,0.7,True,127,"[0, 0, 0, 0, 2, 2]",0.8,0.8,1.0,254.0
5a722b8655429971e9dc9329,0.8,True,127,"[0, 0, 0, 0, 2, 2]",0.8,0.8,1.0,381.0
5a722b8655429971e9dc9329,0.9,False,,,,,,
5a722b8655429971e9dc9329,0.95,False,,,,,,
5a75e05c55429976ec32bc5f,0.6,False,,,,,,
5a75e05c55429976ec32bc5f,0.7,False,,,,,,
5a75e05c55429976ec32bc5f,0.8,False,,,,,,
5a75e05c55429976ec32bc5f,0.9,False,,,,,,
5a75e05c55429976ec32bc5f,0.95,False,,,,,,
5a8133725542995ce29dcbdb,0.6,False,,,,,,
5a8133725542995ce29dcbdb,0.7,False,,,,,,
5a8133725542995ce29dcbdb,0.8,False,,,,,,
5a8133725542995ce29dcbdb,0.9,False,,,,,,
5a8133725542995ce29dcbdb,0.95,False,,,,,,
5a85ea095542994775f606a8,0.6,True,247,"[0, 2, 0, 0, 0, 1]",0.6,1.0,0.6,247.0
5a85ea095542994775f606a8,0.7,False,,,,,,
5a85ea095542994775f606a8,0.8,False,,,,,,
5a85ea095542994775f606a8,0.9,False,,,,,,
5a85ea095542994775f606a8,0.95,False,,,,,,
5a8a3e745542996c9b8d5e70,0.6,True,46,"[1, 0, 0, 0, 2, 0]",1.0,1.0,1.0,46.0
5a8a3e745542996c9b8d5e70,0.7,True,46,"[1, 0, 0, 0, 2, 0]",1.0,1.0,1.0,92.0
5a8a3e745542996c9b8d5e70,0.8,True,46,"[1, 0, 0, 0, 2, 0]",1.0,1.0,1.0,138.0
5a8a3e745542996c9b8d5e70,0.9,True,46,"[1, 0, 0, 0, 2, 0]",1.0,1.0,1.0,184.0
5a8a3e745542996c9b8d5e70,0.95,True,46,"[1, 0, 0, 0, 2, 0]",1.0,1.0,1.0,230.0
